League,Team,Department,Full Name,Title
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Tyler Rutstein,"Manager, Partnership Marketing"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Kelsey Checkosky,"Coordinator, Partnership Marketing"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Hannah Covin,"Coordinator, Partnership Marketing"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Brooke Weisbrod,"Coordinator, Partnership Marketing"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Alex Seaman,"Coordinator, Partnership Sales"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Jordan Lefkowitz,Director of Suite Sales & Service
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Adam Zimmerman,Suite Sales & Service Manager
NFL,Tampa Bay Buccaneers,Ticketing,Ben Hutson,Director of Ticket Sales
NFL,Tampa Bay Buccaneers,Ticketing,A.J. Ebenezer,Director of Ticket Operations
NFL,Tampa Bay Buccaneers,Ticketing,Pat Cassidy,Director of Premium Seating
NFL,Tampa Bay Buccaneers,Ticketing,JamesEV-Charging,Director of Member Services
NFL,Tampa Bay Buccaneers,Ticketing,Matt Lewis,"Senior Manager, Ticket Sales"
NFL,Tampa Bay Buccaneers,Ticketing,Mike Castle,"Manager, Ticket Sales"
NFL,Tampa Bay Buccaneers,Ticketing,Rob Johnson,"Manager, Ticket Sales"
NFL,Tampa Bay Buccaneers,Ticketing,David Lehr,"Manager, Ticket Sales"
NFL,Tampa Bay Buccaneers,Ticketing,Patrick Smith,"Manager, Ticket Sales"
NFL,Tampa Bay Buccaneers,Ticketing,Kyle Stafford,"Manager, Ticket Sales"
NFL,Tampa Bay Buccaneers,Ticketing,Joe DeBole,"Manager, Group Sales"
NFL,Tampa Bay Buccaneers,Ticketing,Chris Jennings,Senior Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Tony Simotes,Senior Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,David Bar-On,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Kyle Christensen,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Jordan Farrell,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Kevin Go-din,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Justin Horine,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Mike Johnson,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Nick Jones,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Cody Laux,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Mike McCarthy,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Michael Morris,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Ryan O'Connell,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Alex Ragan,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Matt Rector,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Joe Robertson,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Tyler Rowland,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Zach Senften,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Matt Smidebush,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Mike Smith,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Kyle Stafford,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Tim Stuart,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Zac Tagliarini,Account Executive
NFL,Tampa Bay Buccaneers,Ticketing,Garrett Williams,Account Executive
NFL,Los Angeles Rams,Executive,E. Stanley Kroenke,Owner/Chairman
NFL,Los Angeles Rams,Executive,Kevin Demoff,Chief Operating Officer
NFL,Los Angeles Rams,Executive,Les Snead,General Manager
NFL,Los Angeles Rams,Executive,Tony Pastoors,Executive Vice President of Football & Business Administration
NFL,Los Angeles Rams,Executive,Jennifer Prince,Chief Commercial Officer
NFL,Los Angeles Rams,Executive,Joanna Hunter,"Senior Vice President, Corporate Affairs"
NFL,Los Angeles Rams,Executive,Dan August,"Senior Vice President, Strategy & Ticketing"
NFL,Los Angeles Rams,Executive,Lexi vonderLieth,"Vice President, Marketing"
NFL,Los Angeles Rams,Executive,Kathryn Kai-ling Frederick,"Vice President, Content & Creative"
NFL,Los Angeles Rams,Executive,Artis Twyman,"Vice President, Communications"
NFL,Los Angeles Rams,Executive,Molly Higgins,"Vice President, Community Affairs & Engagement"
NFL,Los Angeles Rams,Executive,Chris limousine,"Vice President, Partnerships"
NFL,Los Angeles Rams,Executive,"Mike V.,Vice President","Finance"""
NFL,Los Angeles Rams,Finance,Chris kay,Controller
NFL,Los Angeles Rams,Finance,"Sarah H.,Director of Finance""",
NFL,Los Angeles Rams,Finance,Ashley S.,Accounting Manager
NFL,Los Angeles Rams,Finance,James D.,Senior Accountant
NFL,Los Angeles Rams,Finance,Mike G.,Senior Accountant
NFL,Los Angeles Rams,Finance,Brenda L.,Staff Accountant
NFL,Los Angeles Rams,Finance,Ryan L.,Staff Accountant
NFL,Los Angeles Rams,Finance,Monica R.,Accounts Payable Coordinator
NFL,Los Angeles Rams,Legal,Todd Davis,General Counsel
NFL,Los Angeles Rams,Legal,Casey D.,Associate Counsel
NFL,Los Angeles Rams,Human Resources,Chris B.,Director of Human Resources
NFL,Los Angeles Rams,Human Resources,MaryAnn M.,Manager of Human Resources
NFL,Los Angeles Rams,Human Resources,Liz L.,Human Resources Coordinator
NFL,Los Angeles Rams,Corporate Affairs,Sarah S.,"Director, Corporate Affairs"
NFL,Los Angeles Rams,Corporate Affairs,Marissa M.,"Senior Manager, Corporate Affairs"
NFL,Los Angeles Rams,Corporate Affairs,Chase C.,"Manager, Corporate Affairs"
NFL,Los Angeles Rams,Marketing,Sarah C.,Director of Marketing
NFL,Los Angeles Rams,Marketing,Ramon R.,"Senior Manager, Marketing"
NFL,Los Angeles Rams,Marketing,Cory C.,"Manager, Marketing"
NFL,Los Angeles Rams,Marketing,Kelsey F.,"Manager, Marketing"
NFL,Los Angeles Rams,Marketing,Brittany M.,"Manager, Marketing"
NFL,Los Angeles Rams,Marketing,Ashley V.,"Manager, Marketing"
NFL,Los Angeles Rams,Marketing,Jackie C.,Marketing Coordinator
NFL,Los Angeles Rams,Marketing,Lexi K.,Marketing Coordinator
NFL,Los Angeles Rams,Content,Nathan D.,Director of Content
NFL,Los Angeles Rams,Content,J.B. Long,Play-by-Play Announcer
NFL,Los Angeles Rams,Content,D'Marco Farr,Color Analyst
NFL,Los Angeles Rams,Content,Maurice Jones-Drew,Color Analyst
NFL,Los Angeles Rams,Content,Ricky Hollywood,Sideline Reporter
NFL,Los Angeles Rams,Content,Stu Jackson,Senior Staff Writer
NFL,Los Angeles Rams,Content,Travis Rodgers,Team Reporter
NFL,Los Angeles Rams,Content,Erica Tamposi,Team Reporter
NFL,Los Angeles Rams,Content,Jeff T.,Team Photographer
NFL,Los Angeles Rams,Content,Brevin T.,Team Photographer
NFL,Los Angeles Rams,Communications,Tiffany White,Director of Communications
NFL,Los Angeles Rams,Communications,Chase Isaacs,Manager of Communications
NFL,Los Angeles Rams,Communications,Theresa Palmieri,Coordinator of Communications
NFL,Los Angeles Rams,Community Affairs & Engagement,Johnathan Franklin,Director of Community Affairs & Engagement
NFL,Los Angeles Rams,Community Affairs & Engagement,David Weingarten,Manager of Community Affairs & Engagement
NFL,Los Angeles Rams,Community Affairs & Engagement,Kylie F.,Coordinator of Community Affairs & Engagement
NFL,Los Angeles Rams,Community Affairs & Engagement,Bianca V.,Coordinator of Community Affairs & Engagement
NFL,Los Angeles Rams,Sales,Elizabeth Suchar,Director of Sales
NFL,Los Angeles Rams,Sales,Mark Evans,"Senior Manager, Sales"
NFL,Los Angeles Rams,Sales,Mike C.,"Manager, Sales"
NFL,Los Angeles Rams,Sales,Jordan G.,"Manager, Sales"
NFL,Los Angeles Rams,Sales,Matt R.,"Manager, Sales"
NFL,Los Angeles Rams,Sales,David W.,"Manager, Sales"
NFL,Los Angeles Rams,Partnerships,Tyler Potts,Director of Partnerships
NFL,Los Angeles Rams,Partnerships,Nick G.,"Senior Manager, Partnerships"
NFL,Los Angeles Rams,Partnerships,Jacques McClendon,"Senior Manager, Partnerships"
NFL,Los Angeles Rams,Partnerships,Fara Leff,"Senior Manager, Partnerships"
NFL,Los Angeles Rams,Partnerships,Caitlin M.,"Manager, Partnerships"
NFL,Los Angeles Rams,Partnerships,Alexandria C.,"Coordinator, Partnerships"
NFL,Los Angeles Rams,Partnerships,Kyle E.,"Coordinator, Partnerships"
NFL,Los Angeles Rams,Partnerships,Brittany H.,"Coordinator, Partnerships"
NFL,San Francisco 49ers,Ownership,Denise DeBartolo York,Owner & Co-Chairman
NFL,San Francisco 49ers,Ownership,John York,Owner & Co-Chairman
NFL,San Francisco 49ers,Ownership,Jed York,Chief Executive Officer
NFL,San Francisco 49ers,Executive,Al Guido,President
NFL,San Francisco 49ers,Executive,Paraag Marathe,President of 49ers Enterprises & Executive Vice President of Football Operations
NFL,San Francisco 49ers,Executive,John Lynch,General Manager
NFL,San Francisco 49ers,Executive,Krystal Mullin,Chief Financial Officer
NFL,San Francisco 49ers,Executive,Moon Javaid,Chief Strategy Officer
NFL,San Francisco 49ers,Executive,Hannah Gordon,Chief Administrative Officer & General Counsel
NFL,San Francisco 49ers,Executive,Alex Chang,Chief Marketing Officer
NFL,San Francisco 49ers,Executive,Brent Schoeb,Chief Revenue Officer
NFL,San Francisco 49ers,Executive,George Kittle,"Senior Vice President, Corporate Partnerships"
NFL,San Francisco 49ers,Executive,Kevin Hilton,"Senior Vice President, Corporate Partnerships"
NFL,San Francisco 49ers,Finance,Dustin ramos,"Vice President, Finance"
NFL,San Francisco 49ers,Finance,Christina Jefferson,Controller
NFL,San Francisco 49ers,Finance,Danielle Gray,Director of Finance
NFL,San Francisco 49ers,Finance,Wendy Whittington,Director of Accounting
NFL,San Francisco 49ers,Finance,Michael Leon,Senior Accountant
NFL,San Francisco 49ers,Finance,Lauren Requidan,Senior Accountant
NFL,San Francisco 49ers,Finance,Jeff Marks,Staff Accountant
NFL,San Francisco 49ers,Finance,Stephanie Lee,Accounts Payable Coordinator
NFL,San Francisco 49ers,Human Resources,Patty Inglis,"Vice President, Human Resources"
NFL,San Francisco 49ers,Human Resources,Nicole Cla-baugh,Director of Human Resources
NFL,San Francisco 49ers,Human Resources,Akilah Jones,Human Resources Generalist
NFL,San Francisco 49ers,Corporate Partnerships,Conor Brennan,"Vice President, Corporate Partnerships"
NFL,San Francisco 49ers,Corporate Partnerships,Michael Brown,Director of Corporate Partnerships
NFL,San Francisco 49ers,Corporate Partnerships,Ryan Scarlett,Director of Corporate Partnerships
NFL,San Francisco 49ers,Corporate Partnerships,Carlo Valdes,Director of Corporate Partnerships
NFL,San Francisco 49ers,Corporate Partnerships,"Rossi W.,Manager","Corporate Partnerships"""
NFL,San Francisco 49ers,Corporate Partnerships,Tessmer,"Manager, Corporate Partnerships"
NFL,San Francisco 49ers,Corporate Partnerships,Ryan D.,"Manager, Corporate Partnerships"
NFL,San Francisco 49ers,Corporate Partnerships,Alyssa P.,"Manager, Corporate Partnerships"
NFL,San Francisco 49ers,Marketing,Nick Clarke,"Vice President, Marketing"
NFL,San Francisco 49ers,Marketing,Justin Harkey,Senior Director of Marketing
NFL,San Francisco 49ers,Marketing,Stacy McCorkle,Senior Director of Marketing
NFL,San Francisco 49ers,Marketing,Debra Le,Director of Marketing
NFL,San Francisco 49ers,Marketing,Kelli Richards,Director of Marketing
NFL,San Francisco 49ers,Marketing,Shannon Gri-th,Marketing Manager
NFL,San Francisco 49ers,Marketing,Allie Kaylor,Marketing Manager
NFL,San Francisco 49ers,Marketing,Jeff Fong,Marketing Manager
NFL,San Francisco 49ers,Communications,Bob Lange,"Vice President, Communications"
NFL,San Francisco 49ers,Communications,Corry Rush,Director of Football Communications
NFL,San Francisco 49ers,Communications,Roger Hacker,Director of Corporate Communications
NFL,San Francisco 49ers,Communications,Kristin Sosanie,"Manager, Football Communications"
NFL,San Francisco 49ers,Communications,Jacob Fill,"Coordinator, Football Communications"
NFL,San Francisco 49ers,Community Relations,Stacy McCorkle,"Vice President, Community Relations"
NFL,San Francisco 49ers,Community Relations,Jared Muela,"Director, Community Relations"
NFL,San Francisco 49ers,Community Relations,John York,"Director, 49ers Foundation"
NFL,San Francisco 49ers,Community Relations,Justin Prettyman,"Executive Director, 49ers Foundation"
NFL,San Francisco 49ers,Community Relations,Regan Hackleman,"Senior Manager, 49ers Foundation"
NFL,San Francisco 49ers,Community Relations,Alyssa Herman,"Manager, 49ers Foundation"
NFL,San Francisco 49ers,Content,Rob Alberino,"Vice President, Content & Production"
NFL,San Francisco 49ers,Content,Robert G.,Senior Director of Content
NFL,San Francisco 49ers,Content,Fernando Ponce,Creative Director
NFL,San Francisco 49ers,Content,Keiana Martin,Senior Reporter
NFL,San Francisco 49ers,Content,Joe Fann,Reporter
NFL,San Francisco 49ers,Content,Casey Lee,Reporter
NFL,San Francisco 49ers,Content,Briana McDonald,Team Reporter
NFL,San Francisco 49ers,Content,Matt Maiocco,Senior Writer
NFL,San Francisco_49ers,Content,Lindsey Pallares,Staff Writer
NFL,San Francisco 49ers,Content,Michael Zagaris,Team Photographer
NFL,San Francisco 49ers,Content,Terrell Lloyd,Team Photographer
NFL,San Francisco 49ers,Stadium Operations,Jim Mercurio,"Executive Vice President & General Manager, Levi's® Stadium"
NFL,San Francisco 49ers,Stadium Operations,Nate valentine,"Vice President, Stadium Operations"
NFL,San Francisco 49ers,Stadium Operations,Dustin Albertson,Director of Stadium Operations
NFL,San Francisco 49ers,Stadium Operations,Matt Grewe,Director of Grounds
NFL,Seattle Seahawks,Chair,Jody Allen,Chair
NFL,Seattle Seahawks,Executive,Chuck Arnold,President
NFL,Seattle Seahawks,Executive,John Schneider,Executive Vice President & General Manager
NFL,Seattle Seahawks,Executive,Matt Thomas,Chief Operating Officer
NFL,Seattle Seahawks,Executive,Karen Spencer,Chief Financial Officer
NFL,Seattle Seahawks,Executive,Cindy Kelley,Chief Human Resources Officer
NFL,Seattle Seahawks,Executive,Ed Goines,Chief Legal Officer
NFL,Seattle Seahawks,Executive,Amy Sprangers,Chief Revenue Officer
NFL,Seattle Seahawks,Finance & Administration,Kari Escobedo,"Vice President, Finance"
NFL,Seattle Seahawks,Finance & Administration,Rian Cadry,Controller
NFL,Seattle Seahawks,Finance & Administration,Mary Ann Boucher,"Director, Accounting"
NFL,Seattle Seahawks,Finance & Administration,Chris Harness,"Director, Information Technology"
NFL,Seattle Seahawks,Finance & Administration,Jason Scotty,"Director, Information Technology"
NFL,Seattle Seahawks,Finance & Administration,Katie Hennig,Senior Accountant
NFL,Seattle Seahawks,Finance & Administration,Michael Lyons,Senior Accountant
NFL,Seattle Seahawks,Finance & Administration,Kristina Miller,Staff Accountant
NFL,Seattle Seahawks,Finance & Administration,Lisa Uhl,Accounts Payable Coordinator
NFL,Seattle Seahawks,Marketing & Communications,Jeff Richards,"Vice President, Marketing & Communications"
NFL,Seattle Seahawks,Marketing & Communications,Derek Johnson,"Director, Digital & Social Media"
NFL,Seattle Seahawks,Marketing & Communications,Tony Drovetto,"Director, Content"
NFL,Seattle Seahawks,Marketing & Communications,Gavin Hawk,Creative Director
NFL,Seattle Seahawks,Marketing & Communications,John Boyle,Senior Writer
NFL,Seattle Seahawks,Marketing & Communications,Maddy Glab,Host/Reporter
NFL,Seattle Seahawks,Marketing & Communications,Jen Mueller,Reporter
NFL,Seattle Seahawks,Marketing & Communications,Steve Raible,Play-by-Play Announcer
NFL,Seattle Seahawks,Marketing & Communications,Dave Wyman,Color Analyst
NFL,Seattle Seahawks,Marketing & Communications,Matt Case,Senior Producer
NFL,Seattle Seahawks,Marketing & Communications,Rod Mar,Team Photographer
NFL,Seattle Seahawks,Marketing & Communications,Ben Malcolmson,"Director, Communications"
NFL,Seattle Seahawks,Corporate Partnerships,Lisa Young,"Vice President, Corporate Partnerships"
NFL,Seattle Seahawks,Corporate Partnerships,Dean Madonna,"Director, Partnership Sales"
NFL,Seattle Seahawks,Corporate Partnerships,Amy Foster,"Director, Partnership Marketing"
NFL,Seattle Seahawks,Corporate Partnerships,Tyler Gripp,"Senior Manager, Partnership Sales"
NFL,Seattle Seahawks,Corporate Partnerships,Tyler pem,"Senior Manager, Partnership Marketing"
NFL,Seattle Seahawks,Corporate Partnerships,"Megan L.,Manager","Partnership Marketing"""
NFL,Seattle Seahawks,Corporate Partnerships,Amy W.,"Manager, Partnership Marketing"
NFL,Seattle Seahawks,Ticket Operations,Zach Hensley,"Vice President, Ticket Sales & Service"
NFL,Seattle Seahawks,Ticket Operations,James Kelley,"Director, Ticket Sales"
NFL,Seattle Seahawks,Ticket Operations,Tyler Wasyluka,"Director, Ticket Operations"
NFL,Seattle Seahawks,Ticket Operations,Mariah Lee,"Manager, Ticket Operations"
NFL,Seattle Seahawks,Ticket Operations,Chris Zard,"Manager, Ticket Sales"
NFL,Seattle Seahawks,Ticket Operations,Andrew Clark,Account Executive
NFL,Seattle Seahawks,Ticket Operations,Ben Coffman,Account Executive
NFL,Seattle Seahawks,Ticket Operations,Nick Dunn,Account Executive
NFL,Seattle Seahawks,Ticket Operations,Spencer Hricik,Account Executive
NFL,Seattle Seahawks,Ticket Operations,Kyle Knud-son,Account Executive
NFL,Seattle Seahawks,Ticket Operations,Maddy Pults,Account Executive
NFL,Seattle Seahawks,Ticket Operations,Taylor Schmidt,Account Executive
